Bandit,Reward,Algorithm
2.0,1.8998886494253542,EpsilonGreedy
2.0,2.5691038133418913,EpsilonGreedy
2.0,4.303656409660739,EpsilonGreedy
2.0,2.846278634874305,EpsilonGreedy
2.0,2.4185484714583048,EpsilonGreedy
2.0,0.7240238986704841,EpsilonGreedy
2.0,1.9256489210437624,EpsilonGreedy
2.0,1.4346191582958292,EpsilonGreedy
2.0,2.165905753699889,EpsilonGreedy
2.0,1.966895779470028,EpsilonGreedy
2.0,3.5878604328206736,EpsilonGreedy
2.0,1.962644082132302,EpsilonGreedy
2.0,2.2551603818441803,EpsilonGreedy
2.0,2.426309898939346,EpsilonGreedy
2.0,4.688035616011696,EpsilonGreedy
2.0,1.8992558334301615,EpsilonGreedy
2.0,3.524320602820025,EpsilonGreedy
2.0,3.2048169115326752,EpsilonGreedy
2.0,3.700536822710565,EpsilonGreedy
2.0,3.1998041727770046,EpsilonGreedy
2.0,5.104887582117184,EpsilonGreedy
2.0,2.3166283443539237,EpsilonGreedy
2.0,2.2426087950582176,EpsilonGreedy
2.0,3.46755437273397,EpsilonGreedy
2.0,2.830333585620229,EpsilonGreedy
2.0,3.374606114321991,EpsilonGreedy
2.0,3.6575114530584276,EpsilonGreedy
2.0,3.5555582560483483,EpsilonGreedy
2.0,3.7963891854787963,EpsilonGreedy
2.0,2.5947635484500835,EpsilonGreedy
2.0,3.8444865396438104,EpsilonGreedy
2.0,2.2990632247518565,EpsilonGreedy
2.0,3.360169488020507,EpsilonGreedy
2.0,3.943151516734988,EpsilonGreedy
2.0,3.2445792818817907,EpsilonGreedy
2.0,2.364795050043631,EpsilonGreedy
2.0,3.7148210616111292,EpsilonGreedy
2.0,3.4423414945333466,EpsilonGreedy
2.0,4.743898525632923,EpsilonGreedy
2.0,1.9266344544908047,EpsilonGreedy
2.0,5.0146786107456265,EpsilonGreedy
2.0,0.8575883798266677,EpsilonGreedy
2.0,1.1600458224918657,EpsilonGreedy
2.0,1.8026906873424822,EpsilonGreedy
2.0,1.959715613844141,EpsilonGreedy
2.0,2.5783756684154646,EpsilonGreedy
2.0,5.038095001450966,EpsilonGreedy
2.0,3.3106571767602535,EpsilonGreedy
2.0,3.7907962214990802,EpsilonGreedy
2.0,4.069270374398272,EpsilonGreedy
2.0,3.3691059334236297,EpsilonGreedy
2.0,2.258958094162625,EpsilonGreedy
2.0,3.627974138894822,EpsilonGreedy
2.0,2.794999126910717,EpsilonGreedy
2.0,3.671092214002799,EpsilonGreedy
2.0,2.5961058756538256,EpsilonGreedy
2.0,3.4670006876688215,EpsilonGreedy
2.0,4.016608094206119,EpsilonGreedy
2.0,3.990045101905036,EpsilonGreedy
2.0,2.176091433550481,EpsilonGreedy
2.0,2.3600441751935755,EpsilonGreedy
2.0,2.5868643017979225,EpsilonGreedy
2.0,2.0563960891237962,EpsilonGreedy
2.0,2.6773364344696593,EpsilonGreedy
2.0,4.350079214296011,EpsilonGreedy
2.0,3.5561183475971383,EpsilonGreedy
2.0,1.2476148760923054,EpsilonGreedy
2.0,3.943276171034267,EpsilonGreedy
2.0,1.5815244852048804,EpsilonGreedy
2.0,3.1235702741576854,EpsilonGreedy
2.0,3.124136351253193,EpsilonGreedy
2.0,3.6350128499771044,EpsilonGreedy
2.0,3.4231314584857877,EpsilonGreedy
2.0,2.870983731686067,EpsilonGreedy
2.0,2.366666085321497,EpsilonGreedy
2.0,3.0809951794519845,EpsilonGreedy
2.0,2.616718317739518,EpsilonGreedy
2.0,2.1164117021301525,EpsilonGreedy
2.0,3.0810152950914347,EpsilonGreedy
2.0,3.6654695656350103,EpsilonGreedy
2.0,2.630743504695924,EpsilonGreedy
2.0,3.211395671470937,EpsilonGreedy
2.0,3.2064238962454104,EpsilonGreedy
2.0,1.4733754279640205,EpsilonGreedy
2.0,3.146128587775263,EpsilonGreedy
2.0,3.8787973529391278,EpsilonGreedy
2.0,2.0015139456399806,EpsilonGreedy
2.0,2.5602537560677843,EpsilonGreedy
2.0,2.776725472184966,EpsilonGreedy
2.0,3.748114767060411,EpsilonGreedy
2.0,2.765036446205595,EpsilonGreedy
2.0,4.385233866105475,EpsilonGreedy
2.0,3.0142171283993857,EpsilonGreedy
2.0,1.7826571883172235,EpsilonGreedy
2.0,2.9104166644619607,EpsilonGreedy
2.0,1.2076989481374247,EpsilonGreedy
2.0,3.6911354397249667,EpsilonGreedy
2.0,2.8608974646849648,EpsilonGreedy
2.0,3.0599142695471904,EpsilonGreedy
2.0,2.6993007728021015,EpsilonGreedy
2.0,2.9828071586334115,EpsilonGreedy
2.0,2.4783830834712033,EpsilonGreedy
2.0,2.669644647089366,EpsilonGreedy
2.0,1.7054710346253152,EpsilonGreedy
2.0,4.875001912964628,EpsilonGreedy
2.0,3.172100883898005,EpsilonGreedy
2.0,3.725401159245421,EpsilonGreedy
2.0,3.24546824265847,EpsilonGreedy
2.0,2.777228092817752,EpsilonGreedy
2.0,4.094251028351619,EpsilonGreedy
2.0,1.6688825450752114,EpsilonGreedy
2.0,3.2916892327232894,EpsilonGreedy
2.0,2.068947821847263,EpsilonGreedy
2.0,2.1099862489192542,EpsilonGreedy
2.0,1.9325122579674303,EpsilonGreedy
2.0,2.3209159979940788,EpsilonGreedy
2.0,3.0564420258532206,EpsilonGreedy
2.0,5.21220266218662,EpsilonGreedy
2.0,2.41634059560462,EpsilonGreedy
2.0,1.1169571303710377,EpsilonGreedy
2.0,3.4909389007633718,EpsilonGreedy
2.0,1.995829385962493,EpsilonGreedy
2.0,2.16827270817819,EpsilonGreedy
2.0,4.655163800161971,EpsilonGreedy
2.0,2.275711941958712,EpsilonGreedy
2.0,3.0187297402253654,EpsilonGreedy
2.0,1.9921303953214484,EpsilonGreedy
2.0,3.478997468232426,EpsilonGreedy
2.0,2.4584928066832075,EpsilonGreedy
2.0,1.6771153126695912,EpsilonGreedy
2.0,2.4280325387116037,EpsilonGreedy
2.0,3.9212775410550496,EpsilonGreedy
2.0,6.0758824730863825,EpsilonGreedy
2.0,3.1012947135808124,EpsilonGreedy
2.0,1.7900304210451055,EpsilonGreedy
2.0,2.1956256945693005,EpsilonGreedy
2.0,1.4422647449766322,EpsilonGreedy
2.0,2.4279486248605204,EpsilonGreedy
2.0,2.911088003354117,EpsilonGreedy
2.0,4.10091515262615,EpsilonGreedy
2.0,2.6927378047584463,EpsilonGreedy
2.0,3.405510533832569,EpsilonGreedy
2.0,3.9599168474710966,EpsilonGreedy
2.0,1.9056756202191045,EpsilonGreedy
2.0,2.5175598382541104,EpsilonGreedy
2.0,1.3111112981734603,EpsilonGreedy
2.0,4.134447037912497,EpsilonGreedy
2.0,3.4150737733732925,EpsilonGreedy
2.0,1.4654373957947155,EpsilonGreedy
2.0,3.3583556012860005,EpsilonGreedy
2.0,2.022816074742507,EpsilonGreedy
2.0,1.5228881496265043,EpsilonGreedy
2.0,3.1979018858161044,EpsilonGreedy
2.0,4.308055672042089,EpsilonGreedy
2.0,1.734108226311249,EpsilonGreedy
2.0,2.7945329985355607,EpsilonGreedy
2.0,2.673216008845409,EpsilonGreedy
2.0,1.7652537987255992,EpsilonGreedy
2.0,4.1108550570296085,EpsilonGreedy
2.0,2.467859439873398,EpsilonGreedy
2.0,2.7761182445725647,EpsilonGreedy
2.0,2.6348159276609997,EpsilonGreedy
2.0,3.4150605800003992,EpsilonGreedy
2.0,4.171801252869521,EpsilonGreedy
2.0,2.9214351837483727,EpsilonGreedy
2.0,3.9461726799197008,EpsilonGreedy
2.0,2.852371496283639,EpsilonGreedy
2.0,3.8170396318105397,EpsilonGreedy
2.0,3.1081544689515797,EpsilonGreedy
2.0,2.107158753429433,EpsilonGreedy
2.0,3.1566526530816352,EpsilonGreedy
2.0,2.379038013189438,EpsilonGreedy
2.0,1.821547179717178,EpsilonGreedy
2.0,3.191079106966053,EpsilonGreedy
2.0,2.9646284558308365,EpsilonGreedy
2.0,3.4908450567787663,EpsilonGreedy
2.0,3.2865910069653217,EpsilonGreedy
2.0,2.352526417477096,EpsilonGreedy
2.0,2.0520135038829745,EpsilonGreedy
2.0,3.6376722782332935,EpsilonGreedy
2.0,3.4195010592232005,EpsilonGreedy
2.0,3.2884916374885513,EpsilonGreedy
2.0,3.8869366593506602,EpsilonGreedy
2.0,2.7873710128403157,EpsilonGreedy
2.0,2.067510939406311,EpsilonGreedy
2.0,3.3843969426400635,EpsilonGreedy
2.0,2.880924057566598,EpsilonGreedy
2.0,2.6902521875746634,EpsilonGreedy
2.0,3.5731235342407737,EpsilonGreedy
2.0,1.4968704474396743,EpsilonGreedy
2.0,4.693695308351353,EpsilonGreedy
2.0,3.791307787267359,EpsilonGreedy
2.0,3.995963750169029,EpsilonGreedy
2.0,2.7924646008305207,EpsilonGreedy
2.0,3.286852258376941,EpsilonGreedy
2.0,5.191961510432893,EpsilonGreedy
2.0,3.463777766998258,EpsilonGreedy
2.0,1.961655731939051,EpsilonGreedy
2.0,2.6551193141752347,EpsilonGreedy
2.0,2.020496787897959,EpsilonGreedy
2.0,4.35101693676157,EpsilonGreedy
2.0,2.5318072497604414,EpsilonGreedy
2.0,2.16065681511491,EpsilonGreedy
2.0,4.180120065351561,EpsilonGreedy
2.0,4.873295866628689,EpsilonGreedy
2.0,2.849560856005184,EpsilonGreedy
2.0,0.9589464811380801,EpsilonGreedy
2.0,2.256420872569608,EpsilonGreedy
2.0,5.043034247098738,EpsilonGreedy
2.0,2.7016959628999873,EpsilonGreedy
2.0,4.160089173928986,EpsilonGreedy
2.0,2.825340730042186,EpsilonGreedy
2.0,2.200121674921088,EpsilonGreedy
2.0,2.4009910534323025,EpsilonGreedy
2.0,4.507205448723145,EpsilonGreedy
2.0,4.010739549541914,EpsilonGreedy
2.0,2.6309811230931537,EpsilonGreedy
2.0,1.9104918898500727,EpsilonGreedy
2.0,1.9974659467698903,EpsilonGreedy
2.0,2.6173804517869494,EpsilonGreedy
2.0,3.772311121344235,EpsilonGreedy
2.0,4.754610175336668,EpsilonGreedy
2.0,2.9067151853587863,EpsilonGreedy
2.0,1.6852335651115753,EpsilonGreedy
2.0,4.237653708781908,EpsilonGreedy
2.0,2.879257875079554,EpsilonGreedy
2.0,3.490793447810059,EpsilonGreedy
2.0,3.0663320754143513,EpsilonGreedy
2.0,3.9634895320056387,EpsilonGreedy
2.0,3.246056245975275,EpsilonGreedy
2.0,2.6169286228780306,EpsilonGreedy
2.0,2.1584379264649916,EpsilonGreedy
2.0,3.3271754362843575,EpsilonGreedy
2.0,2.559223847591051,EpsilonGreedy
2.0,4.396545187951591,EpsilonGreedy
2.0,3.207435527793828,EpsilonGreedy
2.0,1.9161726613929833,EpsilonGreedy
2.0,3.54176463451855,EpsilonGreedy
2.0,0.8646266373960008,EpsilonGreedy
2.0,3.640108437916313,EpsilonGreedy
2.0,2.5339895718621186,EpsilonGreedy
2.0,4.0867919635382615,EpsilonGreedy
2.0,3.7357125295097005,EpsilonGreedy
2.0,2.238613025471225,EpsilonGreedy
2.0,2.067623860777484,EpsilonGreedy
2.0,3.4749804920555545,EpsilonGreedy
2.0,2.6663258780133394,EpsilonGreedy
2.0,2.600554242602335,EpsilonGreedy
2.0,2.2094011224744827,EpsilonGreedy
2.0,2.2071691531306676,EpsilonGreedy
2.0,4.386351120676469,EpsilonGreedy
2.0,2.867644706278344,EpsilonGreedy
2.0,3.185761737418586,EpsilonGreedy
